385,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Pues yo pienso que mejore el sueldo.,Pues demostrando en mi trabajo que soy bueno.
386,2,Masculino,1 a 5 años,Menos de 20 años,Manufactura,,,,,,,,Bueno,Bueno,Excelente,,,Bueno,Bueno,Bueno,,,,,,Manufactura:  Mantenimiento - Tardan en reparar las sierras.,Siendo un poco más transparente en lo que nosotros no sepamos y comunicación laboral. Colocar cable en el comedor.,"Con mi compromiso y contagiando buenas vibras, tal vez ser el que dé la iniciativa en los proyectos."
387,2,Masculino,5 años en adelante,40 a 49 años,Manufactura,,,,,,,,Excelente,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Con más comunicación laboral.,Comprometiéndonos más con el trabajo y teniendo más compañerismo.
388,2,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Bueno,,,Regular,Regular,Regular,,,,,,Sin comentarios.,Tener más diálogo con los empleados o compañeros.,Tomando en cuenta las opiniones de los compañeros.
389,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Mejorar el ambiente de trabajo en los grupos.,"Mejorando las áreas de trabajo por ejemplo, un comedor más amplio porque el que tenemos está pequeño."
390,2,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,"Pues contar con estacionamiento con techo para motos, poner ventiladores para las inyectoras.","Pues mejorar las mesas en las inyectoras, los asientos de trabajo de las inyectoras."
391,2,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Regular,,,Regular,Regular,Bueno,,,,,,Sin comentarios.,"Estacionamiento para motos, comedor.","Tener equipo necesario, mejorar lo que se pide, organización en la parte de arriba de la empresa."
392,2,No deseo declararlo,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Regular,,,Regular,Malo,Regular,,,,,,Manufactura:  Mantenimiento - Nunca apoyan.,Promociones.,Más apoyos para los trabajadores.
393,2,Masculino,Menos de 1 año,30 a 39 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,No aplica.,No aplica.
394,2,Femenino,Menos de 1 año,20 a 29 años,Capital Humano,,,,,,,,Bueno,Bueno,Regular,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Limpieza.,Mejorar los aspectos de seguridad.
395,2,Masculino,5 años en adelante,30 a 39 años,Dirección General,,,,,,,,Excelente,Excelente,Excelente,,,Bueno,Bueno,Bueno,Regular,Bueno,Bueno,Excelente,Regular,Sin comentarios.,Sin comentarios.,Sin comentarios.
396,2,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Bueno,,,Malo,Regular,Regular,,,,,,Sin comentarios.,Construyendo una nave más para engrandecer más la empresa y el acomodo de material.,Con pláticas entre trabajadores y jefes.
397,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Excelente,Bueno,Excelente,,,Bueno,Bueno,Regular,,,,,,Manufactura:  Producción - Gente nueva que le falta capacitación.,"Con mejor capacitación del personal, ajustando los sueldos de forma seguida sin dejarlo pasar para mayor motivación. Tratar de pedir información al personal con experiencia y promocionar a gente que en verdad lo merezca.","Dando 100% de mi experiencia en mi departamento, mejorar la calidad del material que está en el exterior para no dañarse y motivación con personas que no tienen ajuste de sueldo."
398,2,Masculino,5 años en adelante,50 en adelante,Manufactura,,,,,,,,Excelente,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Contratando gente responsable y con ganas de trabajar.,Trabajando en equipo.
399,2,Masculino,5 años en adelante,40 a 49 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,,Regular,,,,,,,Sin comentarios.,No creo que nuestra opinión cuente mucho porque al fin y al cabo eso le corresponde a los altos mandos o directores de la compañía.,"La verdad no tengo nada que aportar, de todas maneras, gracias."
400,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Excelente,Regular,Excelente,,,Malo,Malo,Malo,,,,,,Sin comentarios.,"Poniendo mucha más atención a todos sus departamentos, escuchando a sus trabajadores para así mejorar por las dos partes tanto empresa así como trabajador ya que hay varias irregularidades y quejas y nadie hace nada, sólo queda siempre en ""lo checamos"".","Compartiendo ideas y que mis ideas sean tomadas en cuenta, al fin de cuentas el que siempre está afuera dándole somos los trabajadores."
401,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Bueno,Regular,Regular,,,Regular,Bueno,Regular,,,,,,Sin comentarios.,"Brindando más información con el personal directamente con transparencia y claridad. Que la comunicación entre áreas de trabajo sean más eficientes. Que los niveles de jerarquía organizacional más altos se pongan la camiseta y trabajen de la misma manera que los demás, de tal manera que también ""produzcan"".","Mostrando actitud de servicio al personal para contagiar el ánimo y buen humor, lo que lleva a un mejor desempeño y realizar el trabajo bien. Dando información de lo que sucede en mi área de trabajo y que exista retroalimentación en los diferentes niveles de jerarquía organizacional."
402,2,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Excelente,Bueno,Bueno,,,Bueno,Excelente,Bueno,,,,,,Sin comentarios.,Mejorar las promociones internas y se capacite para el ascenso. No mentir en el trabajador dinámico y se continúe. Que se reconozca al colaborador más destacado de cada área. Que el sueldo también se base en el nivel de estudios.,Desde mi trinchera aportaré el 120% de mi trabajo diario. Seguiré los lineamientos establecidos para hacer de manera eficiente mi trabajo.
403,2,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Excelente,Excelente,Bueno,,,Excelente,Bueno,Bueno,,,,,,Sin comentarios.,Agregando puntos.,Con más preguntas abiertas.
404,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Excelente,Excelente,Bueno,,,Bueno,Excelente,Bueno,,,,,,Sin comentarios.,Tomando en cuenta las necesidades del personal al igual que sus opiniones.,Brindando mi opinión.
405,2,Masculino,Menos de 1 año,30 a 39 años,Manufactura,,,,,,,,Bueno,Regular,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Con más capacitación y exhortación al empleado.,Con comunicación.
406,2,Masculino,1 a 5 años,Menos de 20 años,Manufactura,,,,,,,,Bueno,Malo,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Mejorar.,Sin comentarios.
407,2,Masculino,5 años en adelante,40 a 49 años,Manufactura,,,,,,,,Excelente,Excelente,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Sin comentarios.,Sin comentarios.
408,2,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Excelente,Excelente,Bueno,,,Bueno,Bueno,Regular,,,,,,Sin comentarios.,Dar a conocer mejor  los cambios a personas en los cambios de puesto.,Dar más oportunidad al trabajador con su opinión en su área de trabajo.
409,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Regular,,,,,,Sin comentarios.,Que se amplíen las preguntas por área de departamento.,Sin comentarios.
410,2,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Yo creo que resolviendo las dudas que aquí en esta encuesta exponen los trabajadores.,Con mi trabajo y mis opiniones pero siempre y cuando las tomen en cuenta.
411,2,Masculino,5 años en adelante,50 en adelante,Cadena de Suministro,,,,,,,,Excelente,Excelente,Excelente,,,Excelente,Excelente,Excelente,,,,,,Sin comentarios.,Trabajando bien.,Trabajar mejor.
412,2,Masculino,1 a 5 años,40 a 49 años,Manufactura,,,,,,,,Excelente,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Tomando en cuenta el desempeño del personal en todos los aspectos para superar.,Teniendo mejor comunicación y empeño.
413,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Excelente,Excelente,Excelente,,,Excelente,Regular,Regular,,,,,,Sin comentarios.,Mejorar la limpieza en las áreas.,Mejorar en mi trabajo.
414,2,Masculino,1 a 5 años,20 a 29 años,Capital Humano,,,,,,,,Excelente,Excelente,Excelente,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Con más capacitaciones y mejoras en las áreas de producción y los departamentos.,Trabajar más en equipo y seguir las reglas de la empresa.
415,2,Masculino,Menos de 1 año,20 a 29 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Comprometerse con los empleados en sus necesidades.,Darle prioridad a los de nuevo ingreso.
416,2,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Regular,,,,,,Sin comentarios.,Yo pienso que al ser una empresa competitiva ofreciendo mejores sueldos trae como beneficio que a lo mejor el personal no falte.,"Empezando por estar siempre aportando ideas, según el puesto de trabajo."
417,2,Masculino,1 a 5 años,20 a 29 años,Manufactura,,,,,,,,Excelente,Excelente,Excelente,,,Regular,Regular,Excelente,,,,,,Manufactura:  Almacén y embarques - Necesitamos más espacio para almacenamiento.  Producción - Mejorar en su producción.,Considerando la opinión propuesta del empleado porque somos los que estamos a diario en las máquinas o almacén.,Pues una vez considerando al empleado y las funciones puede ser mejor el trabajo y más eficiente.
418,2,Masculino,1 a 5 años,30 a 39 años,Manufactura,,,,,,,,Bueno,Bueno,Bueno,,,Excelente,Bueno,Bueno,,,,,,Sin comentarios.,Con tener más comunicación y tener capacitaciones en el área de trabajo.,Con tenerse respeto entre las áreas conjuntas.
419,2,Masculino,Menos de 1 año,20 a 29 años,Dirección General,,,,,,,,Bueno,Bueno,Bueno,,,Bueno,Bueno,Regular,,,,,,Sin comentarios.,Ampliando el área de trabajo y que pongan ventilación.,Cuidando las máquinas y no faltar a trabajar.
420,2,Masculino,5 años en adelante,30 a 39 años,Manufactura,,,,,,,,Bueno,Excelente,Bueno,,,Bueno,Bueno,Bueno,,,,,,Sin comentarios.,Contratar gente más responsable. Darle oportunidades de crecimiento a quien lo merece. Capacitándonos un poco más.,Mejor actitud. Responsabilidad en todo. Ganas de trabajar.
